,Unnamed: 0,model_name,mask_name,eps,min_samples,buds_predicted,true_positive_x,true_positive_y,true_positive_distance,true_positive_norm_distance
67,67,300_150step_04ovlp,bin_mask_sw_0430.jpg,3,10,2,2024.5,2093.730769230769,281.3574502175113,1.019411051512722
68,68,300_150step_04ovlp,bin_mask_sw_0431.jpg,3,10,1,1762.0,1762.0,204.68756679388227,0.4968144825094229
69,69,300_150step_04ovlp,bin_mask_sw_0440.jpg,3,10,6,1649.5,1762.0,15.945218719101975,0.0699351698206227
70,70,300_150step_04ovlp,bin_mask_sw_0441.jpg,3,10,2,2128.346153846154,1736.0384615384617,32.72211311010532,0.07942260463617849
71,71,300_150step_04ovlp,bin_mask_sw_0443.jpg,3,10,1,1767.357142857143,1703.071428571429,112.17647357841919,0.3505514799325594
72,72,300_150step_04ovlp,bin_mask_sw_0450.jpg,3,10,1,1579.0454545454545,1619.9545454545455,268.23870737131017,0.5588306403568963
73,73,300_150step_04ovlp,bin_mask_sw_0453.jpg,3,10,1,1592.5,1832.5,313.8351478085271,0.6593175374128719
74,74,300_150step_04ovlp,bin_mask_sw_0456.jpg,3,10,1,1568.7307692307693,1926.4230769230771,253.67806206212958,0.6011328484884589
75,75,300_150step_04ovlp,bin_mask_sw_0460.jpg,3,10,2,1907.833333333333,1657.833333333333,126.19319404081274,0.34291628815438224
76,76,300_150step_04ovlp,bin_mask_sw_0463.jpg,3,10,4,1524.5,1374.5,199.02889237495143,0.42894157839429187
77,77,300_150step_04ovlp,bin_mask_sw_0465.jpg,3,10,4,2038.1363636363642,1901.7727272727273,242.5187476777963,0.48698543710400927
78,78,300_150step_04ovlp,bin_mask_sw_0468.jpg,3,10,2,1320.6538461538462,1718.7307692307693,192.42630957170232,0.41293199478906073
79,79,300_150step_04ovlp,bin_mask_sw_0476.jpg,3,10,1,1541.6875,1640.125,161.40086208335444,0.4159816033076145
80,80,300_150step_04ovlp,bin_mask_sw_0479.jpg,3,10,2,1724.5,1574.5,121.25386591775127,0.320777423062834
81,81,300_150step_04ovlp,bin_mask_sw_0480.jpg,3,10,2,1645.928571428571,1774.5,212.53026195085252,0.5534642238303452
82,82,300_150step_04ovlp,bin_mask_sw_0485.jpg,3,10,1,1436.5,1619.5,334.5691258917953,0.6745345280076519
83,83,300_150step_04ovlp,bin_mask_sw_0487.jpg,3,10,2,1724.5,1874.5,310.0846658575687,0.8910478903953123
84,84,300_150step_04ovlp,bin_mask_sw_0491.jpg,3,10,1,1554.5,1884.5,69.98928489418935,0.13886762875831218
85,85,300_150step_04ovlp,bin_mask_sw_0493.jpg,3,10,2,1892.1470588235293,1733.3235294117646,75.99928291411838,0.19191738109625828
86,86,300_150step_04ovlp,bin_mask_sw_0494.jpg,3,10,1,1886.0384615384612,1845.6538461538464,208.60554917817748,0.45746830960126716
87,87,300_150step_04ovlp,bin_mask_sw_0517.jpg,3,10,1,2924.5,2174.5,439.97784035107946,0.3845960142929017
88,88,300_150step_04ovlp,bin_mask_sw_0523.jpg,3,10,2,2774.5,1968.25,286.9186513630649,0.22345689358494156
89,89,300_150step_04ovlp,bin_mask_sw_0527.jpg,3,10,3,1917.357142857143,1488.7857142857142,632.0593568742139,0.4093648684418484
90,90,300_150step_04ovlp,bin_mask_sw_0535.jpg,3,10,0,,,,
91,91,300_150step_04ovlp,bin_mask_sw_0540.jpg,3,10,0,,,,
92,92,300_150step_04ovlp,bin_mask_sw_0547.jpg,3,10,1,2474.5,2024.5,187.51666592599173,0.1710918484726202
93,93,300_150step_04ovlp,bin_mask_sw_0550.jpg,3,10,0,,,,
94,94,300_150step_04ovlp,bin_mask_sw_0554.jpg,3,10,0,,,,
95,95,300_150step_04ovlp,bin_mask_sw_0559.jpg,3,10,1,4209.727272727273,3480.318181818182,1766.8512807667512,2.007785546325853
96,96,300_150step_04ovlp,bin_mask_sw_0570.jpg,3,10,1,2024.5,2024.5,205.07681487676757,0.2464865563422687
97,97,300_150step_04ovlp,bin_mask_sw_0577.jpg,3,10,1,2474.5,2624.5,938.6727331716844,1.0570638887068518
98,98,300_150step_04ovlp,bin_mask_sw_0578.jpg,3,10,3,3037.0,2137.0,641.6432030342097,0.6628545485890596
99,99,300_150step_04ovlp,bin_mask_sw_0584.jpg,3,10,3,2474.5,1874.5,151.03807466993212,0.17811093711076903
100,100,300_150step_04ovlp,bin_mask_sw_0585.jpg,3,10,1,2774.5,2324.5,328.39381845582903,0.40845002295501126
101,101,300_150step_04ovlp,bin_mask_sw_0594.jpg,3,10,0,,,,
102,102,300_150step_04ovlp,bin_mask_sw_0595.jpg,3,10,1,2624.5,1274.5,486.7961585715319,0.5408846206350354
103,103,300_150step_04ovlp,bin_mask_sw_0599.jpg,3,10,2,2974.5,2124.5,441.8942181110769,0.4106823588392908
104,104,300_150step_04ovlp,bin_mask_sw_0605.jpg,3,10,0,,,,
105,105,300_150step_04ovlp,bin_mask_sw_0609.jpg,3,10,1,2716.8076923076924,1897.5769230769229,142.15506368109968,0.30375013607072543
106,106,300_150step_04ovlp,bin_mask_sw_0617.jpg,3,10,11,2774.5,1949.5,76.58002350482793,0.49089758656940985
107,107,300_150step_04ovlp,bin_mask_sw_0619.jpg,3,10,2,2942.5,2006.5,164.35479913893602,0.12338948884304506
108,108,300_150step_04ovlp,bin_mask_sw_0620.jpg,3,10,19,2674.5,1924.5,68.72044819411468,0.3904570920120152
109,109,300_150step_04ovlp,bin_mask_sw_0621.jpg,3,10,2,2608.7105263157896,2135.0263157894738,313.19571863572014,0.6929108819374338
110,110,300_150step_04ovlp,bin_mask_sw_0624.jpg,3,10,7,2474.5,2249.5,325.50345620284895,0.5730694651458609
111,111,300_150step_04ovlp,bin_mask_sw_0626.jpg,3,10,19,2774.5,1874.5,117.48404146946936,0.6751956406291343
112,112,300_150step_04ovlp,bin_mask_sw_0644.jpg,3,10,2,2624.5,1499.5,107.91895106977272,0.3436909269737985
113,113,300_150step_04ovlp,bin_mask_sw_0647.jpg,3,10,2,2753.0714285714284,1603.071428571429,162.70221327345737,0.40473187381457093
114,114,300_150step_04ovlp,bin_mask_sw_0648.jpg,3,10,1,2687.657894736842,1590.2894736842104,143.57902936407604,0.3625733064749391
115,115,300_150step_04ovlp,bin_mask_sw_0666.jpg,3,10,1,1604.5,2534.5,1445.919257773407,5.561227914513104
116,116,300_150step_04ovlp,bin_mask_sw_0669.jpg,3,10,1,1424.5,2699.5,1689.2283741400986,6.703287198968645
117,117,300_150step_04ovlp,bin_mask_sw_0672.jpg,3,10,1,1649.5,2656.642857142857,1509.4230990139029,4.687649375819573
118,118,300_150step_04ovlp,bin_mask_sw_0674.jpg,3,10,1,1587.0,2562.0,1361.529287235497,3.761130627722367
119,119,300_150step_04ovlp,bin_mask_sw_0675.jpg,3,10,2,2024.5,2474.5,1025.535226113662,2.3521450140221605
120,120,300_150step_04ovlp,bin_mask_sw_0678.jpg,3,10,4,2880.3823529411766,1565.6764705882354,179.30097350640904,0.5242718523579212
121,121,300_150step_04ovlp,bin_mask_sw_0684.jpg,3,10,1,1469.5,2789.5,1926.1797683497766,5.503370766713648
122,122,300_150step_04ovlp,bin_mask_sw_0687.jpg,3,10,0,,,,
123,123,300_150step_04ovlp,bin_mask_sw_0688.jpg,3,10,2,1374.5,2824.5,1909.1009664237247,4.010716316016229
124,124,300_150step_04ovlp,bin_mask_sw_0689.jpg,3,10,0,,,,
125,125,300_150step_04ovlp,bin_mask_sw_0710.jpg,3,10,1,1595.928571428571,2874.5,1809.1715462259156,4.074710689698008
126,126,300_150step_04ovlp,bin_mask_sw_0714.jpg,3,10,1,2549.5,1537.0,301.69231014396115,0.824295929355085
127,127,300_150step_04ovlp,bin_mask_sw_0717.jpg,3,10,2,2768.5,2249.5,738.1426013989438,1.902429385048824
128,128,300_150step_04ovlp,bin_mask_sw_0729.jpg,3,10,1,1528.3461538461538,2872.5769230769233,1984.1285993646093,5.010425755971237
129,129,300_150step_04ovlp,bin_mask_sw_0733.jpg,3,10,2,1242.921052631579,3058.7105263157896,2162.0535037749632,5.123349535011761
130,130,300_150step_04ovlp,bin_mask_sw_0735.jpg,3,10,3,2716.8076923076924,1436.0384615384617,255.43996735647488,0.6140383830684493
131,131,300_150step_04ovlp,bin_mask_sw_0747.jpg,3,10,4,3134.5,1394.5,68.54560525664647,0.3985209607944562
132,132,300_150step_04ovlp,bin_mask_sw_0749.jpg,3,10,2,2924.5,1649.5,101.74723583468989,0.5299335199723431
133,133,300_150step_04ovlp,bin_mask_sw_0758.jpg,3,10,2,2956.642857142857,1681.642857142857,248.536799722549,0.8069376614368486
134,134,300_150step_04ovlp,bin_mask_sw_0763.jpg,3,10,1,1769.5,2872.0,1809.369019851948,4.478636187752347
135,135,300_150step_04ovlp,bin_mask_sw_0764.jpg,3,10,10,1874.5,2399.5,1211.1038353502147,9.175029055683444
136,136,300_150step_04ovlp,bin_mask_sw_0766.jpg,3,10,2,1874.5,2324.5,1286.3679489166384,3.6753369969046816
137,137,300_150step_04ovlp,bin_mask_sw_0768.jpg,3,10,2,1674.5,2474.5,1440.2737587000604,4.500855495937689
138,138,300_150step_04ovlp,bin_mask_sw_0771.jpg,3,10,1,1666.8076923076926,3016.8076923076924,2052.269868322886,4.70704098239194
